Poem_Index,Title,Author,URL,Content,A,B,C,Translation
276,咏怀古迹五首·其二,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_37b5405144f1.aspx,"摇落深知宋玉悲，风流儒雅亦吾师。
怅望千秋一洒泪，萧条异代不同时。
江山故宅空文藻，云雨荒台岂梦思。
最是楚宫俱泯灭，舟人指点到今疑。",秋日登吴公台上寺远眺,楚江怀古三首·其一,遣悲怀三首·其二,树叶零落的秋季诵读你的诗行，深深地体会了你的悲伤。你风流的文彩、儒雅的仪表，也真堪称为我的师长。面对千秋往事惆怅不已，洒下泪水，虽然生在不同的朝代，但萧条感相同。楚国的江山早已消亡，空留下你的故宅和优雅的文章。那巫山云雨、云梦高唐，应是子虚乌有的梦乡。最感慨的是，楚宫今已泯灭，因后世一直流传这个故事，至今船只经过时，舟人还带疑似的口吻指点着这些古迹。
277,咏怀古迹五首·其三,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_1cc0aae7f75d.aspx,"群山万壑赴荆门，生长明妃尚有村。
一去紫台连朔漠，独留青冢向黄昏。
画图省识春风面，环珮空归夜月魂。(夜月 一作：月夜)
千载琵琶作胡语，分明怨恨曲中论。",宣州谢朓楼饯别校书叔云,古从军行,望蓟门,成千上万的山峦山谷连绵不断，如向荆门奔去一般，王昭君生长的山村还至今留存。从紫台一去直通向塞外沙漠，最后只留荒郊上的一座孤坟对着黄昏。糊涂的君王只依凭画图认识昭君的容颜，月夜里环佩叮当是昭君归魂。千载流传她作的胡音琵琶曲，曲中倾诉的分明是满腔悲愤。
278,咏怀古迹五首·其一,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_d87229be0d7a.aspx,"支离东北风尘际，漂泊西南天地间。
三峡楼台淹日月，五溪衣服共云山。
羯胡事主终无赖，词客哀时且未还。
庾信平生最萧瑟，暮年诗赋动江关。",庐山谣寄卢侍御虚舟,遣悲怀三首·其一,遣悲怀三首·其三,关中兵荒马乱百姓流离失所，躲避战乱漂泊流浪来到西南。长久地停留三峡楼台熬日月，与五溪民族都住在一片云山。羯胡人狡诈事主终究不可靠，伤时感世的诗人至今未回还。梁代庾信的一生处境最凄凉，到晚年作的诗赋轰动了江关。
279,和贾舍人早朝大明宫之作,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_03489af756e4.aspx,"绛帻鸡人报晓筹，尚衣方进翠云裘。(报 一作：送)
九天阊阖开宫殿，万国衣冠拜冕旒。
日色才临仙掌动，香烟欲傍衮龙浮。
朝罢须裁五色诏，佩声归向凤池头。(归向 一作：归到)",在狱咏蝉,赠阙下裴舍人,和晋陵陆丞早春游望,戴着红巾的卫士在宫门报晓，尚衣官员向天子进上：饰有绿色云纹的裘衣。层层叠叠的宫殿如九重天门迤逦打开，异邦万国的使臣一齐向着天子跪见朝拜。日色刚刚照临到殿堂，仪仗已排列成扇形屏障。御炉中香烟袅袅，缭绕着天子的龙袍浮动飘忽。早朝过后中书省的官员退到凤凰池上，用五色彩纸起草皇上的诏书。
280,和晋陵陆丞早春游望,杜审言 〔唐代〕,https://www.gushiwen.cn/shiwenv_53c580f21ba6.aspx,"独有宦游人，偏惊物候新。
云霞出海曙，梅柳渡江春。
淑气催黄鸟，晴光转绿蘋。
忽闻歌古调，归思欲沾巾。(巾 一作：襟)",饯别王十一南游,春望,宿桐庐江寄广陵旧游,只有远离故里外出做官之人，特别敏感自然物候转化更新。海上云霞灿烂旭日即将东升，江南梅红柳绿江北却才回春。和暖的春气催促着黄莺歌唱，晴朗的日光下浮萍颜色转深。忽然听到你歌吟古朴的曲调，勾起归思情怀令人落泪沾襟。
281,和张仆射塞下曲·其四,卢纶 〔唐代〕,https://www.gushiwen.cn/shiwenv_cdc327abcbc1.aspx,"野幕敞琼筵，羌戎贺劳旋。
醉和金甲舞，雷鼓动山川。",走马川行奉送封大夫出师西征,塞下曲·饮马渡秋水,塞下曲·蝉鸣空桑林,在野外天幕下设下劳军盛宴，边疆兄弟民族都来祝贺我军凯旋。喝醉酒后还要和着金甲跳舞，欢腾的擂鼓声震动了周围的山川。
282,和张仆射塞下曲·其二,卢纶 〔唐代〕,https://www.gushiwen.cn/shiwenv_941746126d83.aspx,"林暗草惊风，将军夜引弓。
平明寻白羽，没在石棱中。",丹青引赠曹将军霸,塞下曲·饮马渡秋水,塞下曲·月黑雁飞高,昏暗的树林中，草突然被风吹动，将军在夜色中连忙开弓射箭。天明寻找昨晚射的白羽箭，箭头深深插入巨大石块中。
283,和张仆射塞下曲·其一,卢纶 〔唐代〕,https://www.gushiwen.cn/shiwenv_f68140f3dc1f.aspx,"鹫翎金仆姑，燕尾绣蝥弧。
独立扬新令，千营共一呼。",送李中丞之襄州,塞下曲·蝉鸣空桑林,塞下曲·饮马渡秋水,身佩雕羽制成的金仆姑好箭，旌旗上扎成燕尾蝥弧多鲜艳。大将军威严地屹立发号施令，千军万马一呼百应动地惊天。
284,和乐天春词,刘禹锡 〔唐代〕,https://www.gushiwen.cn/shiwenv_48936601c146.aspx,"新妆宜面下朱楼，深锁春光一院愁。
行到中庭数花朵，蜻蜓飞上玉搔头。",闺怨,和晋陵陆丞早春游望,春望,精心化好妆容缓缓走下阁楼，深深庭院春光虽好只添愁。来到庭院中数着那开得正艳的花朵，蜻蜓飞到了玉簪上头。
285,听蜀僧濬弹琴,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_1c8072393007.aspx,"蜀僧抱绿绮，西下峨眉峰。
为我一挥手，如听万壑松。
客心洗流水，馀响入霜钟。
不觉碧山暮，秋云暗几重。",过香积寺,琴歌,蜀道难,蜀僧濬怀抱着绿绮琴，他来自西面的峨眉山。为我挥手弹奏名曲《风入松》，仿佛听到万壑松涛声。我的心灵像被流水洗涤，馀音缭绕和着秋天霜钟。不知不觉，暮色已笼罩青山，秋云黯淡，布满黄昏天空。
286,听董大弹胡笳声兼寄语弄房给事,李颀 〔唐代〕,https://www.gushiwen.cn/shiwenv_8f7866739c12.aspx,"蔡女昔造胡笳声，一弹一十有八拍。
胡人落泪沾边草，汉使断肠对归客。
古戍苍苍烽火寒，大荒沉沉飞雪白。(沉沉 一作：阴沉)
先拂商弦后角羽，四郊秋叶惊摵摵。
董夫子，通神明，深山窃听来妖精。
言迟更速皆应手，将往复旋如有情。
空山百鸟散还合，万里浮云阴且晴。
嘶酸雏雁失群夜，断绝胡儿恋母声。
川为静其波，鸟亦罢其鸣。
乌孙部落家乡远，逻娑沙尘哀怨生。
幽音变调忽飘洒，长风吹林雨堕瓦。
迸泉飒飒飞木末，野鹿呦呦走堂下。
长安城连东掖垣，凤凰池对青琐门。
高才脱略名与利，日夕望君抱琴至。",望蓟门,听弹琴,琵琶行,"当年蔡琰曾作胡笳琴曲，弹奏此曲总共有十八节。
胡人听了泪落沾湿边草，汉使对着归客肝肠欲绝。
边城苍苍茫茫烽火无烟，草原阴阴沉沉白雪飘落。
先弹轻快曲后奏低沉调，四周秋叶受惊瑟瑟凋零。
董先生通神明琴技高妙，深林鬼神也都出来偷听。
慢揉快拨十分得心应手，往复回旋仿佛声中寓情。
声如山中百鸟散了又集，曲似万里浮云暗了又明。
象失群的雏雁夜里嘶叫，像胡儿恋母痛绝的哭声。
江河听曲而平息了波澜，百鸟闻声也停止了啼鸣。
仿佛乌孙公主远怀故乡，宛如文成公主之怨吐蕃。
幽咽琴声忽转轻松潇洒，象大风吹林如大雨落瓦。
有如迸泉飒飒射向树梢，有如野鹿呦呦鸣叫堂下。
长安城比邻给事中庭院，皇宫门正对中书省第宅。
房琯才高不为名利约束，昼夜盼望董大抱琴来奏。"
287,听筝,李端 〔唐代〕,https://www.gushiwen.cn/shiwenv_ed8b644fd298.aspx,"鸣筝金粟柱，素手玉房前。
欲得周郎顾，时时误拂弦。",长相思·其二,听弹琴,听蜀僧濬弹琴,金粟轴的古筝发出优美的声音，那素手拨筝的美人坐在玉制的筝枕前。想尽了办法为博取周郎的青睐，你看她有意一再拨错琴弦。
288,听弹琴,刘长卿 〔唐代〕,https://www.gushiwen.cn/shiwenv_8430c8ce3d9c.aspx,"泠泠七弦上，静听松风寒。(七弦 一作：七丝)
古调虽自爱，今人多不弹。",长恨歌,琴歌,听筝,七弦琴弹奏的声音清冽，曲调悠扬起伏，琴声凄清好似风入松林。我虽然很喜爱这首古时的曲调，但在今天人们大多已不去弹奏了。
289,听安万善吹觱篥歌,李颀 〔唐代〕,https://www.gushiwen.cn/shiwenv_c91049d5d0e0.aspx,"南山截竹为觱篥，此乐本自龟兹出。
流传汉地曲转奇，凉州胡人为我吹。
傍邻闻者多叹息，远客思乡皆泪垂。
世人解听不解赏，长飙风中自来往。
枯桑老柏寒飕飗，九雏鸣凤乱啾啾。
龙吟虎啸一时发，万籁百泉相与秋。
忽然更作渔阳掺，黄云萧条白日暗。
变调如闻杨柳春，上林繁花照眼新。
岁夜高堂列明烛，美酒一杯声一曲。",春宿左省,送元二使安西,送魏万之京,从南山截段竹筒做成觱篥，这种乐器本来是出自龟兹。 流传到汉地曲调变得新奇，凉州胡人安万善为我奏吹。 座旁的听者个个感慨叹息，思乡的游客人人悲伤落泪。 世人只晓听曲不懂得欣赏，乐人就像独行于暴风之中。 又像风吹枯桑老柏沙沙响，还像九只雏凤鸣叫啾啾啼。 好似龙吟虎啸同时都爆发，又如万籁齐响秋天百泉汇。 忽然变调成低沉悲壮的渔阳掺，顿使白日转昏暗乌云翻飞。 再变如同杨柳枝热闹欢快，仿佛看到上林苑繁花似锦。 除夕夜高堂上明烛放光芒，喝杯美酒再欣赏一曲觱篥。
290,后宫词,白居易 〔唐代〕,https://www.gushiwen.cn/shiwenv_72c224467be6.aspx,"泪湿罗巾梦不成，夜深前殿按歌声。(湿 一作：尽)
红颜未老恩先断，斜倚薰笼坐到明。",无题·凤尾香罗薄几重,行宫,瑶瑟怨,眼泪湿透罗巾难以入眠，深夜前殿合拍的歌声还响成一片。红颜尚未老去已经失去了君王的恩宠，斜靠着熏笼一直坐到天明。
291,同题仙游观,韩翃 〔唐代〕,https://www.gushiwen.cn/shiwenv_6022ecefe281.aspx,"仙台初见五城楼，风物凄凄宿雨收。(初见 一作：下见)
山色遥连秦树晚，砧声近报汉宫秋。
疏松影落空坛静，细草香闲小洞幽。(闲 一作：生)
何用别寻方外去，人间亦自有丹丘。",送魏万之京,阙题,寻南溪常山道人隐居,初次来到仙游观，仿佛见到了传说中的 “五城楼”；夜雨刚刚停歇，周围的景物带着几分凄清的意趣。远处的山色与秦地的树林相连，在暮色中渐渐朦胧；近处的捣衣声阵阵传来，似在告知寒秋来临。稀疏的青松投下纵横树影，空寂的道坛更显幽静；细草散发着淡淡清香，幽深的小洞透着清雅的气息。何必再去别处寻觅世外仙境？这人间之中，本就有像 “丹丘” 这样的神仙居所啊。
292,同从弟南斋玩月忆山阴崔少府,王昌龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_c6f492aeb6d7.aspx,"高卧南斋时，开帷月初吐。
清辉澹水木，演漾在窗户。
冉冉几盈虚，澄澄变今古。(冉冉 一作：荏苒)
美人清江畔，是夜越吟苦。
千里共如何，微风吹兰杜。(共 一作：其)",青溪,秋登兰山寄张五,宣州谢朓楼饯别校书叔云,我和从弟在南斋高卧的时候，掀开窗帘玩赏那初升的玉兔。淡淡月光泻在水上泄在树上，轻悠悠的波光涟漪荡入窗门。光阴苒苒这窗月已几盈几虚，清光千年依旧世事不同今古。德高望重崔少府在清江河畔，他今夜必定如庄舄思越之苦。千里迢迢可否共赏醉人婵娟？微风吹拂着清香四溢的兰杜。
293,古柏行,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_48a71bd6453b.aspx,"孔明庙前有老柏，柯如青铜根如石。
霜皮溜雨四十围，黛色参天二千尺。
君臣已与时际会，树木犹为人爱惜。
云来气接巫峡长，月出寒通雪山白。
忆昨路绕锦亭东，先主武侯同閟宫。
崔嵬枝干郊原古，窈窕丹青户牖空。
落落盘踞虽得地，冥冥孤高多烈风。
扶持自是神明力，正直原因造化功。
大厦如倾要梁栋，万牛回首丘山重。
不露文章世已惊，未辞翦伐谁能送？
苦心岂免容蝼蚁，香叶终经宿鸾凤。
志士幽人莫怨嗟：古来材大难为用。",夕次盱眙县,古从军行,古意,"孔明庙前有一株古老的柏树，枝干像青铜般坚硬，树根像磐石般稳固。
苍白的树皮光滑得能流下雨水，树干粗壮需四十人合抱，青黑色的树冠高耸入云，仿佛有两千尺高。
当年刘备与孔明君臣遇合、共成大业，这柏树也因他们的恩德被百姓爱惜至今。
云气飘来时，它的气息与巫峡的相连；月亮升起时，它的寒意直通雪山的皑皑白光。
回想昔日曾绕过锦亭东边的路，那里的先主庙与武侯祠共在一座深幽的祠庙中。
古柏高大的枝干立在郊原上，透着岁月的沧桑；祠庙深邃，丹青装饰的门窗已空寂无人。
它独立盘踞在这方土地虽得其所，却因孤高入云，常遭猛烈的狂风侵袭。
它能挺立不倒，自然是神明的扶持之力；它的正直品格，原是大自然的功绩。
国家如大厦将倾，正需要这样的栋梁之材，可这古柏重如丘山，万头牛也拉不动。
它不用花叶之美向世人炫耀，却已让世人惊叹；它不推辞被砍伐重用，可又有谁能将它送往需要的地方？
柏心味苦，怎会不被蝼蚁蛀蚀；柏叶芬芳，终究会引来鸾凤栖息。
有志难伸的志士、隐居不仕的贤人啊，不必怨叹：自古以来，才能卓越的人总是难以被重用。"
294,古意,李颀 〔唐代〕,https://www.gushiwen.cn/shiwenv_1a8a902fa95d.aspx,"男儿事长征，少小幽燕客。
赌胜马蹄下，由来轻七尺。
杀人莫敢前，须如猬毛磔。
黄云陇底白云飞，未得报恩不得归。
辽东小妇年十五，惯弹琵琶解歌舞。
今为羌笛出塞声，使我三军泪如雨。",琵琶行,古柏行,白雪歌送武判官归京,男子汉当以国事为重，从军远征，从小就在幽燕纵横驰骋。经常与人在马上比试胜负，从不珍惜七尺身躯。奋勇搏杀，没人敢上前招应；气宇轩昂，脸上的胡子像刺猬的毛丛生。陇下黄沙弥漫，上面白云飘飞，未报朝廷恩情怎能轻易言归。辽东少妇年方十五，她弹熟了琵琶能歌善舞。今日用羌笛吹一支出塞乐曲，感动得全军将士泪下如雨。
295,古从军行,李颀 〔唐代〕,https://www.gushiwen.cn/shiwenv_564a9a68c08b.aspx,"白日登山望烽火，黄昏饮马傍交河。
行人刁斗风沙暗，公主琵琶幽怨多。
野云万里无城郭，雨雪纷纷连大漠。
胡雁哀鸣夜夜飞，胡儿眼泪双双落。
闻道玉门犹被遮，应将性命逐轻车。
年年战骨埋荒外，空见蒲桃入汉家。",白雪歌送武判官归京,咏怀古迹五首·其三,关山月,白天登山观望报警的烽火台，黄昏时牵马到交河边饮水。风沙弥漫，一片漆黑，只听得见军中巡夜的打更声，还有那如泣如诉的幽怨的琵琶声。旷野云雾茫茫万里不见城郭，雨雪纷纷笼罩着无边的沙漠。哀鸣的胡雁夜夜从空中飞过，胡人士兵也触景生情，潸然泪下。听说玉门关已被挡住了归路，战士只有追随将军去与敌军拼命。年年战死的尸骨埋葬于荒野，换来的只是西域葡萄送汉家。
